ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
21063534,中古マンション等,,21213,岐阜県,各務原市,鵜沼南町,新鵜沼,7,３ＬＤＫ,60,,,,平成5年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第3四半期,未改装,,6.903089986991944
21071816,中古マンション等,,21201,岐阜県,岐阜市,手力町,岐阜,1H?1H30,３ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2006年第2四半期,改装済,,7.146128035678238
21000174,中古マンション等,,21201,岐阜県,岐阜市,茜部菱野,岐阜,30分?60分,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2018年第1四半期,改装済,,7.113943352306837
21005057,中古マンション等,,21201,岐阜県,岐阜市,細畑,細畑,30分?60分,３ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第4四半期,未改装,,6.832508912706237
21005020,中古マンション等,,21201,岐阜県,岐阜市,平和通,岐阜,1H?1H30,３ＬＤＫ,85,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第3四半期,改装済,,7.3979400086720375
21039173,中古マンション等,,21201,岐阜県,岐阜市,吉野町,岐阜,5,３ＬＤＫ,75,,,,平成24年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第2四半期,未改装,,7.531478917042255
21045921,中古マンション等,,21213,岐阜県,各務原市,鵜沼各務原町,名電各務原,2,３ＬＤＫ,60,,,,平成5年,ＲＣ,住宅,,,,,工業地域,60.0,200.0,2011年第3四半期,未改装,,6.9084850188786495
21008281,中古マンション等,,21202,岐阜県,大垣市,室本町,大垣,14,４ＬＤＫ,75,,,,平成10年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第3四半期,改装済,,7.176091259055681
21033606,中古マンション等,,21201,岐阜県,岐阜市,栄新町,岐阜,30分?60分,３ＬＤＫ,65,,,,平成8年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2011年第1四半期,未改装,,7.041392685158225
21027992,中古マンション等,,21201,岐阜県,岐阜市,鏡島南,西岐阜,16,３ＬＤＫ,75,,,,平成10年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第1四半期,未改装,調停・競売等,7.041392685158225
21020076,中古マンション等,,21213,岐阜県,各務原市,那加新那加町,新那加,0,３ＬＤＫ,70,,,,平成19年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2020年第4四半期,改装済,,7.278753600952829
21003099,中古マンション等,,21201,岐阜県,岐阜市,早田東町,岐阜,30分?60分,,85,,,,平成18年,ＲＣ,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2020年第2四半期,,,7.380211241711606
