ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
25023449,中古マンション等,,25201,滋賀県,大津市,中庄,石山,19,３ＬＤＫ,70,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第4四半期,未改装,,7.3979400086720375
25003912,中古マンション等,,25201,滋賀県,大津市,におの浜,膳所,11,１ＬＤＫ,50,,,,昭和51年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第4四半期,改装済,,7.176091259055681
25042884,中古マンション等,,25201,滋賀県,大津市,茶が崎,大津京,11,１ＬＤＫ,65,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第2四半期,未改装,,7.361727836017593
25003645,中古マンション等,,25201,滋賀県,大津市,鳥居川町,石山,9,３ＬＤＫ,75,,,,平成12年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2018年第4四半期,改装済,,7.278753600952829
25010657,中古マンション等,,25206,滋賀県,草津市,大路,草津(滋賀),3,１ＬＤＫ,55,,,,令和2年,ＲＣ、鉄骨造,住宅,住宅,,,,商業地域,80.0,600.0,2018年第3四半期,,,7.6020599913279625
25000238,中古マンション等,,25201,滋賀県,大津市,荒川,志賀,13,１ＬＤＫ,40,,,,平成6年,ＳＲＣ,住宅,住宅,,,,市街化調整区域,60.0,200.0,2016年第1四半期,未改装,,6.505149978319906
25038828,中古マンション等,,25206,滋賀県,草津市,野路,南草津,2,３ＬＤＫ,80,,,,平成18年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2012年第3四半期,未改装,,7.414973347970818
25043612,中古マンション等,,25201,滋賀県,大津市,松原町,,,３ＬＤＫ,75,,,,,ＲＣ,住宅,,,,,,,,2009年第4四半期,改装済,,7.204119982655925
25010688,中古マンション等,,25206,滋賀県,草津市,大路,草津(滋賀),4,３ＬＤＫ,70,,,,平成24年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2017年第1四半期,未改装,,7.544068044350276
25041222,中古マンション等,,25201,滋賀県,大津市,荒川,志賀,,,45,,,,平成6年,ＳＲＣ,住宅,,,,,市街化調整区域,70.0,200.0,2009年第1四半期,,,6.662757831681574
25004197,中古マンション等,,25201,滋賀県,大津市,浜大津,三井寺,2,３ＬＤＫ,75,,,,昭和64年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第4四半期,未改装,,6.799340549453582
25049289,中古マンション等,,25201,滋賀県,大津市,竜が丘,,,３ＬＤＫ,65,,,,昭和64年,ＲＣ,住宅,,,,,,,,2008年第4四半期,未改装,,6.954242509439325
