ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
47015295,中古マンション等,,47201,沖縄県,那覇市,牧志,牧志,1,３ＬＤＫ,90,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2014年第1四半期,未改装,,7.698970004336019
47014795,中古マンション等,,47208,沖縄県,浦添市,港川,,,３ＬＤＫ,70,,,,平成10年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第1四半期,未改装,,7.176091259055681
47016150,中古マンション等,,47208,沖縄県,浦添市,屋富祖,,,,55,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第2四半期,未改装,,7.176091259055681
47001441,中古マンション等,,47201,沖縄県,那覇市,古島,古島,4,２ＬＤＫ,55,,,,,ＲＣ,,住宅,,,,近隣商業地域,80.0,200.0,2019年第2四半期,未改装,,7.5910646070264995
47003934,中古マンション等,,47208,沖縄県,浦添市,宮城,,,３ＬＤＫ,60,,,,平成7年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第2四半期,改装済,,7.301029995663981
47014035,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,6,２ＬＤＫ,75,,,,平成21年,ＲＣ,住宅,,,,,商業地域,,,2010年第1四半期,未改装,,7.544068044350276
47001269,中古マンション等,,47201,沖縄県,那覇市,長田,,,３ＬＤＫ,60,,,,平成5年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第3四半期,未改装,,7.230448921378274
47001284,中古マンション等,,47201,沖縄県,那覇市,西,旭橋,6,２ＬＤＫ,70,,,,,ＳＲＣ,,住宅,,,,,,,2020年第3四半期,未改装,,7.447158031342219
47014032,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,6,２ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,,,,,商業地域,,,2010年第3四半期,未改装,,7.518513939877887
47028398,中古マンション等,,47208,沖縄県,浦添市,宮城,,,３ＬＤＫ,85,,,,昭和63年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第2四半期,,,7.176091259055681
47003924,中古マンション等,,47208,沖縄県,浦添市,宮城,,,３ＬＤＫ,105,,,,平成18年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2019年第4四半期,未改装,,7.698970004336019
47001502,中古マンション等,,47201,沖縄県,那覇市,前島,美栄橋,4,２ＬＤＫ,60,,,,昭和59年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第4四半期,未改装,調停・競売等,7.176091259055681
47022592,中古マンション等,,47201,沖縄県,那覇市,西,,,３ＬＤＫ,60,,,,平成3年,ＳＲＣ,住宅,,,,,,,,2012年第2四半期,未改装,,7.041392685158225
47015915,中古マンション等,,47208,沖縄県,浦添市,伊祖,,,２ＬＤＫ,50,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2014年第4四半期,未改装,,6.973127853599698
47001107,中古マンション等,,47201,沖縄県,那覇市,壺川,壺川,6,３ＬＤＫ,70,,,,平成20年,ＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2020年第4四半期,改装済,,7.531478917042255
47003747,中古マンション等,,47208,沖縄県,浦添市,前田,てだこ浦西,3,２ＤＫ,60,,,,平成31年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2020年第1四半期,未改装,,7.57978359661681
47032978,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,6,２ＤＫ,75,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第3四半期,,,7.491361693834273
47027686,中古マンション等,,47201,沖縄県,那覇市,久米,県庁前(沖縄),10,３ＬＤＫ,75,,,,平成9年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第4四半期,未改装,,7.230448921378274
47017152,中古マンション等,,47201,沖縄県,那覇市,寄宮,,,３ＬＤＫ,55,,,,昭和50年,ＳＲＣ,住宅,,,,,,,,2011年第3四半期,改装済,,6.698970004336019
47030472,中古マンション等,,47208,沖縄県,浦添市,字経塚,,,３ＬＤＫ,70,,,,平成4年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第2四半期,未改装,,7.079181246047625
47000918,中古マンション等,,47201,沖縄県,那覇市,首里寒川町,首里,20,３ＬＤＫ,80,,,,平成29年,ＲＣ,,事務所,,,,第１種低層住居専用地域,50.0,100.0,2019年第2四半期,未改装,,7.724275869600789
47000104,中古マンション等,,47201,沖縄県,那覇市,旭町,旭橋,3,オープンフロア,90,,,,平成21年,ＳＲＣ,店舗,店舗,,,,商業地域,,,2016年第2四半期,改装済,,7.544068044350276
47034602,中古マンション等,,47211,沖縄県,沖縄市,桃原,,,３ＬＤＫ,80,,,,昭和60年,ＲＣ,住宅,,,,,市街化区域及び市街化調整区域外の都市計画区域,,,2008年第2四半期,未改装,,6.763427993562937
47014694,中古マンション等,,47208,沖縄県,浦添市,勢理客,,,２ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第3四半期,改装済,,7.079181246047625
47000498,中古マンション等,,47201,沖縄県,那覇市,金城,小禄,5,４ＬＤＫ,85,,,,平成18年,ＲＣ,,住宅,,,,,,,2018年第4四半期,改装済,,7.643452676486188
47000342,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,6,２ＬＤＫ,65,,,,平成25年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,400.0,2018年第3四半期,未改装,,7.643452676486188
