ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
43046834,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,7,３ＬＤＫ,55,,,,昭和61年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第2四半期,未改装,,6.897627091290442
43008716,中古マンション等,,43105,熊本県,熊本市北区,徳王,崇城大学前,30分?60分,３ＬＤＫ,65,,,,平成4年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2020年第1四半期,未改装,,7.0
43027552,中古マンション等,,43101,熊本県,熊本市中央区,本山町,熊本,15,３ＬＤＫ,70,,,,平成25年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2014年第4四半期,改装済,,7.2552725051033065
43001575,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,3,１Ｋ,25,,,,平成3年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第3四半期,未改装,,6.57978359661681
43036361,中古マンション等,,43101,熊本県,熊本市中央区,黒髪,竜田口,19,２ＤＫ,45,,,,平成4年,ＲＣ,住宅,その他,,,,第２種中高層住居専用地域,60.0,200.0,2015年第1四半期,未改装,,7.176091259055681
43047116,中古マンション等,,43101,熊本県,熊本市中央区,薬園町,上熊本(ＪＲ・熊本電鉄),29,３ＬＤＫ,65,,,,平成4年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第3四半期,改装済,,7.079181246047625
43002087,中古マンション等,,43101,熊本県,熊本市中央区,南千反畑町,新水前寺,25,３ＬＤＫ,80,,,,平成24年,ＲＣ,住宅,住宅,,,,,,,2017年第3四半期,未改装,,7.505149978319906
43027749,中古マンション等,,43102,熊本県,熊本市東区,尾ノ上,水前寺,30分?60分,４ＬＤＫ,85,,,,平成7年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,150.0,2010年第2四半期,改装済,,7.204119982655925
43001682,中古マンション等,,43101,熊本県,熊本市中央区,中央街,熊本,30分?60分,３ＬＤＫ,95,,,,平成26年,ＲＣ,,住宅,,,,商業地域,80.0,600.0,2020年第2四半期,未改装,,7.57978359661681
43060676,中古マンション等,,43101,熊本県,熊本市中央区,世安町,熊本,16,３ＬＤＫ,85,,,,平成2年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第1四半期,未改装,,7.146128035678238
