ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
15018768,中古マンション等,,15204,新潟県,三条市,東三条,東三条,1,,80,,,,,,住宅,住宅,,,,第１種住居地域,60.0,200.0,2018年第2四半期,未改装,,7.230448921378274
15010921,中古マンション等,,15107,新潟県,新潟市西区,小針,青山(新潟),16,３ＬＤＫ,70,,,,平成11年,ＲＣ,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2020年第4四半期,未改装,,6.845098040014257
15028487,中古マンション等,,15103,新潟県,新潟市中央区,南笹口,新潟,9,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60.0,200.0,2010年第2四半期,未改装,,6.447158031342219
15037014,中古マンション等,,15102,新潟県,新潟市東区,中山,新潟,28,３ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2015年第1四半期,未改装,,7.041392685158225
15051382,中古マンション等,,15103,新潟県,新潟市中央区,川岸町,白山(新潟),7,２ＬＤＫ,65,,,,平成19年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第4四半期,未改装,,7.230448921378274
15005612,中古マンション等,,15103,新潟県,新潟市中央区,古町通,白山(新潟),15,２ＤＫ,40,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,商業地域,,,2018年第2四半期,未改装,,6.740362689494244
15061776,中古マンション等,,15103,新潟県,新潟市中央区,米山,新潟,8,３ＬＤＫ,70,,,,平成9年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第2四半期,未改装,,7.230448921378274
15059723,中古マンション等,,15103,新潟県,新潟市中央区,鳥屋野,新潟,1H?1H30,２ＬＤＫ,55,,,,平成3年,ＳＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,300.0,2013年第1四半期,未改装,,6.698970004336019
15012105,中古マンション等,,15107,新潟県,新潟市西区,平島,青山(新潟),15,２ＬＤＫ,55,,,,平成4年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第2四半期,未改装,,6.845098040014257
15012101,中古マンション等,,15107,新潟県,新潟市西区,平島,青山(新潟),14,４ＬＤＫ,70,,,,平成4年,ＲＣ,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第3四半期,未改装,,6.977723605288848
15089033,中古マンション等,,15103,新潟県,新潟市中央区,関屋田町,,,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,,,,,,,,2008年第3四半期,未改装,,7.176091259055681
15013971,中古マンション等,,15202,新潟県,長岡市,表町,長岡,8,２ＬＤＫ,80,,,,平成20年,,住宅,住宅,,,,商業地域,80.0,600.0,2018年第3四半期,未改装,,7.380211241711606
15057273,中古マンション等,,15202,新潟県,長岡市,宮内,宮内(新潟),14,２ＬＤＫ,55,,,,平成4年,ＳＲＣ,住宅,その他,,,,第１種住居地域,60.0,200.0,2015年第1四半期,改装済,,6.740362689494244
15092842,中古マンション等,,15202,新潟県,長岡市,長町,,,３ＬＤＫ,65,,,,平成15年,ＳＲＣ,住宅,,,,,,,,2008年第3四半期,未改装,,7.278753600952829
