ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
29002359,中古マンション等,,29201,奈良県,奈良市,杉ヶ町,奈良,7,,70,,,,昭和54年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2019年第4四半期,,,6.8750612633917
29027949,中古マンション等,,29205,奈良県,橿原市,内膳町,大和八木,4,３ＬＤＫ,80,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第1四半期,未改装,,7.3979400086720375
29038270,中古マンション等,,29201,奈良県,奈良市,大宮町,新大宮,6,３ＬＤＫ,55,,,,昭和60年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第3四半期,改装済,,6.8750612633917
29033187,中古マンション等,,29203,奈良県,大和郡山市,小泉町,大和小泉,6,３ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第4四半期,未改装,,6.8750612633917
29010689,中古マンション等,,29209,奈良県,生駒市,俵口町,生駒,20,３ＬＤＫ,75,,,,昭和64年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2021年第1四半期,改装済,,6.812913356642856
29019582,中古マンション等,,29203,奈良県,大和郡山市,北西町,筒井(奈良),8,３ＬＤＫ,60,,,,平成9年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2010年第3四半期,改装済,,7.041392685158225
29003075,中古マンション等,,29201,奈良県,奈良市,中登美ヶ丘,学研奈良登美ケ丘,19,４ＬＤＫ,85,,,,平成9年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2020年第4四半期,改装済,,7.361727836017593
29031953,中古マンション等,,29201,奈良県,奈良市,鶴舞西町,学園前(奈良),15,３ＬＤＫ,80,,,,昭和60年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第2四半期,未改装,,7.079181246047625
29010713,中古マンション等,,29209,奈良県,生駒市,俵口町,生駒,26,,60,,,,平成7年,ＲＣ,,,,,,第１種低層住居専用地域,40.0,60.0,2019年第2四半期,,,6.812913356642856
29017516,中古マンション等,,29201,奈良県,奈良市,三条本町,奈良,3,３ＬＤＫ,75,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2014年第3四半期,未改装,,7.3979400086720375
29005404,中古マンション等,,29202,奈良県,大和高田市,大字根成柿,坊城,12,２ＬＤＫ,60,,,,平成6年,ＲＣ,,住宅,,,,市街化調整区域,70.0,400.0,2018年第3四半期,未改装,関係者間取引,6.477121254719663
29020565,中古マンション等,,29205,奈良県,橿原市,葛本町,新ノ口,7,４ＬＤＫ,80,,,,平成6年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第4四半期,改装済,,7.113943352306837
29006563,中古マンション等,,29203,奈良県,大和郡山市,柳町,郡山(奈良),11,３ＬＤＫ,105,,,,平成17年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第1四半期,改装済,,7.342422680822207
29000168,中古マンション等,,29201,奈良県,奈良市,あやめ池北,菖蒲池,3,３ＬＤＫ,80,,,,平成23年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第4四半期,未改装,,7.623249290397901
29041221,中古マンション等,,29209,奈良県,生駒市,東生駒月見町,菜畑,9,３ＬＤＫ,80,,,,昭和48年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2007年第3四半期,改装済,,6.892094602690481
29019459,中古マンション等,,29202,奈良県,大和高田市,大字根成柿,坊城,10,２ＤＫ,60,,,,平成6年,ＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2010年第4四半期,未改装,,6.653212513775344
29002027,中古マンション等,,29201,奈良県,奈良市,四条大路,新大宮,14,１ＤＫ,35,,,,平成20年,ＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2017年第4四半期,改装済,,6.653212513775344
29036255,中古マンション等,,29203,奈良県,大和郡山市,材木町,郡山(奈良),6,３ＬＤＫ,70,,,,平成9年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第2四半期,未改装,,7.204119982655925
29000226,中古マンション等,,29201,奈良県,奈良市,あやめ池南,菖蒲池,6,２ＬＤＫ,75,,,,平成12年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第4四半期,改装済,,7.3979400086720375
29040294,中古マンション等,,29205,奈良県,橿原市,醍醐町,耳成,12,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第1四半期,改装済,,7.079181246047625
29037061,中古マンション等,,29209,奈良県,生駒市,俵口町,生駒,13,４ＬＤＫ,75,,,,昭和61年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,80.0,2009年第2四半期,未改装,,7.041392685158225
29011028,中古マンション等,,29209,奈良県,生駒市,萩の台,萩の台,8,３ＬＤＫ,85,,,,平成4年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,40.0,100.0,2016年第4四半期,未改装,,6.919078092376074
29000919,中古マンション等,,29201,奈良県,奈良市,学園大和町,富雄,11,３ＬＤＫ,70,,,,昭和63年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第1四半期,未改装,,7.0
29003138,中古マンション等,,29201,奈良県,奈良市,中登美ヶ丘,学研奈良登美ケ丘,19,３ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第3四半期,未改装,,7.2552725051033065
29007549,中古マンション等,,29205,奈良県,橿原市,膳夫町,耳成,12,,65,,,,平成5年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2018年第2四半期,,,6.653212513775344
