ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
22089357,中古マンション等,,22102,静岡県,静岡市駿河区,見瀬,静岡,23,３ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第4四半期,未改装,,7.041392685158225
22100176,中古マンション等,,22203,静岡県,沼津市,東椎路,片浜,24,３ＬＤＫ,70,,,,平成6年,ＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2013年第4四半期,未改装,,7.113943352306837
22107004,中古マンション等,,22211,静岡県,磐田市,一言,磐田,28,４ＬＤＫ,75,,,,平成5年,ＳＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2012年第3四半期,改装済,,6.913813852383717
22125218,中古マンション等,,22102,静岡県,静岡市駿河区,八幡,静岡,,３ＬＤＫ,65,,,,平成12年,,住宅,,,,,,,,2006年第4四半期,未改装,,7.278753600952829
22122487,中古マンション等,,22101,静岡県,静岡市葵区,追手町,静岡,14,２ＬＤＫ,55,,,,昭和54年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2007年第1四半期,改装済,,6.977723605288848
22127831,中古マンション等,,22132,静岡県,浜松市東区,北島町,天竜川,25,３ＤＫ,50,,,,昭和49年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第3四半期,未改装,,6.662757831681574
22124841,中古マンション等,,22102,静岡県,静岡市駿河区,聖一色,東静岡,19,４ＬＤＫ,90,,,,平成13年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2007年第3四半期,改装済,,7.431363764158987
22071615,中古マンション等,,22101,静岡県,静岡市葵区,大岩,静岡,30分?60分,３ＬＤＫ,80,,,,平成14年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第4四半期,未改装,,7.414973347970818
22079131,中古マンション等,,22207,静岡県,富士宮市,西町,富士宮,5,２ＬＤＫ,50,,,,,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2011年第3四半期,未改装,,6.544068044350276
22084973,中古マンション等,,22135,静岡県,浜松市北区,三ヶ日町都筑,都筑,19,１ＬＤＫ,120,,,,平成2年,ＳＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2012年第2四半期,改装済,,6.991226075692495
22042418,中古マンション等,,22103,静岡県,静岡市清水区,馬走北,清水(静岡),30分?60分,３ＤＫ,55,,,,昭和52年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2010年第3四半期,改装済,,6.812913356642856
22124034,中古マンション等,,22102,静岡県,静岡市駿河区,小黒,静岡,21,３ＬＤＫ,70,,,,昭和63年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第3四半期,改装済,,7.079181246047625
22003125,中古マンション等,,22101,静岡県,静岡市葵区,緑町,静岡,28,３ＬＤＫ,70,,,,平成7年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2017年第2四半期,未改装,,7.447158031342219
22127874,中古マンション等,,22132,静岡県,浜松市東区,神立町,八幡(静岡),25,４ＬＤＫ,90,,,,平成8年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第3四半期,未改装,,7.301029995663981
22110577,中古マンション等,,22206,静岡県,三島市,富田町,三島田町,10,２ＬＤＫ,50,,,,平成12年,ＲＣ,住宅,,,,,準住居地域,60.0,200.0,2009年第4四半期,改装済,,7.079181246047625
22093822,中古マンション等,,22131,静岡県,浜松市中区,海老塚,浜松,8,１Ｋ,20,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2009年第1四半期,改装済,,6.491361693834273
22003633,中古マンション等,,22102,静岡県,静岡市駿河区,池田,東静岡,6,３ＬＤＫ,65,,,,平成17年,ＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2017年第2四半期,未改装,,7.342422680822207
22063755,中古マンション等,,22132,静岡県,浜松市東区,植松町,浜松,30分?60分,１Ｋ,25,,,,昭和60年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2015年第2四半期,,,5.954242509439325
22130316,中古マンション等,,22203,静岡県,沼津市,杉崎町,沼津,11,２ＬＤＫ,65,,,,昭和64年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第1四半期,改装済,,7.079181246047625
