ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
37031109,中古マンション等,,37201,香川県,高松市,牟礼町大町,八栗新道,2,２ＬＤＫ＋Ｓ,65,,,,平成3年,ＲＣ,住宅,,,,,市街化区域及び市街化調整区域外の都市計画区域,60.0,200.0,2008年第3四半期,未改装,,6.698970004336019
37028344,中古マンション等,,37201,香川県,高松市,藤塚町,栗林,10,１Ｒ,20,,,,昭和59年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2009年第3四半期,未改装,,5.903089986991944
37007036,中古マンション等,,37202,香川県,丸亀市,土器町東,丸亀,22,４ＬＤＫ,100,,,,,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,未改装,,6.0
37002507,中古マンション等,,37201,香川県,高松市,桜町,栗林,2,４ＬＤＫ,90,,,,昭和53年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第4四半期,未改装,,6.903089986991944
37022667,中古マンション等,,37201,香川県,高松市,西宝町,昭和町(香川),12,４ＬＤＫ,90,,,,平成11年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第3四半期,改装済,,7.2552725051033065
37005648,中古マンション等,,37201,香川県,高松市,屋島西町,潟元,15,３ＬＤＫ,70,,,,平成4年,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2018年第4四半期,改装済,,6.832508912706237
37028399,中古マンション等,,37201,香川県,高松市,松福町,片原町(高松),13,１ＤＫ,30,,,,平成3年,ＳＲＣ,住宅,,,,,工業地域,60.0,200.0,2009年第3四半期,改装済,,6.57978359661681
37005174,中古マンション等,,37201,香川県,高松市,宮脇町,昭和町(香川),10,１Ｋ,15,,,,昭和59年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2020年第1四半期,未改装,,6.113943352306837
37028239,中古マンション等,,37201,香川県,高松市,中新町,瓦町,9,２ＬＤＫ,45,,,,昭和62年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第1四半期,未改装,,6.799340549453582
37017417,中古マンション等,,37201,香川県,高松市,楠上町,栗林,6,３ＬＤＫ,65,,,,平成22年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2011年第1四半期,,,7.380211241711606
37003979,中古マンション等,,37201,香川県,高松市,錦町,高松(香川),3,３ＬＤＫ,95,,,,平成18年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第2四半期,未改装,,7.491361693834273
37001498,中古マンション等,,37201,香川県,高松市,木太町,木太東口,2,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2021年第1四半期,未改装,,6.681241237375588
37004322,中古マンション等,,37201,香川県,高松市,林町,元山(高松),30分?60分,３ＬＤＫ,80,,,,平成6年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2016年第3四半期,改装済,,7.041392685158225
37030360,中古マンション等,,37201,香川県,高松市,桜町,栗林,2,１Ｋ,20,,,,昭和63年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2007年第2四半期,未改装,,6.4623979978989565
37029685,中古マンション等,,37201,香川県,高松市,茜町,昭和町(香川),14,３ＬＤＫ,65,,,,昭和63年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2008年第4四半期,未改装,,6.944482672150168
37025935,中古マンション等,,37201,香川県,高松市,浜ノ町,高松(香川),5,４ＬＤＫ,80,,,,昭和62年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2013年第2四半期,未改装,,7.079181246047625
37030958,中古マンション等,,37201,香川県,高松市,古新町,高松(香川),9,１Ｋ,20,,,,昭和49年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第4四半期,未改装,,6.3979400086720375
37015140,中古マンション等,,37201,香川県,高松市,楠上町,栗林,3,３ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2010年第1四半期,未改装,,7.041392685158225
37019330,中古マンション等,,37202,香川県,丸亀市,土器町東,丸亀,22,３ＬＤＫ,80,,,,昭和54年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第1四半期,未改装,,6.724275869600789
