ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
24060869,中古マンション等,,24202,三重県,四日市市,西浦,近鉄四日市,10,１ＤＫ,30,,,,昭和49年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2007年第2四半期,改装済,,6.477121254719663
24032015,中古マンション等,,24202,三重県,四日市市,北浜田町,四日市,10,３ＬＤＫ,80,,,,昭和60年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2011年第2四半期,,,6.544068044350276
24034064,中古マンション等,,24205,三重県,桑名市,大字福島,桑名,10,３ＬＤＫ,75,,,,平成4年,ＳＲＣ,住宅,,,,,工業地域,60.0,200.0,2014年第1四半期,未改装,,6.954242509439325
24037559,中古マンション等,,24202,三重県,四日市市,万古町,阿倉川,10,３ＬＤＫ,60,,,,平成2年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2015年第4四半期,改装済,,6.892094602690481
24004444,中古マンション等,,24201,三重県,津市,南が丘,南が丘,1,３ＬＤＫ,70,,,,,,,住宅,,,,第１種住居地域,60.0,200.0,2020年第3四半期,改装済,,7.342422680822207
24059789,中古マンション等,,24201,三重県,津市,八町,津新町,3,３ＬＤＫ,60,,,,昭和64年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2007年第2四半期,未改装,,7.079181246047625
24032961,中古マンション等,,24204,三重県,松阪市,湊町,松阪,9,２ＬＤＫ,80,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第3四半期,未改装,,6.986771734266245
24004756,中古マンション等,,24202,三重県,四日市市,阿倉川町,阿倉川,5,３ＬＤＫ,65,,,,平成2年,ＲＣ,住宅,その他,,,,準工業地域,60.0,200.0,2018年第1四半期,未改装,,6.903089986991944
24028741,中古マンション等,,24202,三重県,四日市市,朝日町,四日市,5,２ＤＫ,50,,,,昭和61年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2014年第4四半期,改装済,,6.799340549453582
24002419,中古マンション等,,24201,三重県,津市,新町,津新町,0,４ＬＤＫ,90,,,,平成18年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第1四半期,未改装,,7.3979400086720375
24013080,中古マンション等,,24204,三重県,松阪市,本町,松阪,6,３ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第1四半期,未改装,,7.230448921378274
