ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
17038597,中古マンション等,,17201,石川県,金沢市,桜田町,金沢,,２ＬＤＫ,70,,,,,ＳＲＣ,住宅,,,,,準工業地域,60.0,200.0,2009年第3四半期,未改装,,7.230448921378274
17002588,中古マンション等,,17201,石川県,金沢市,小立野,金沢,1H?1H30,１ＤＫ,30,,,,平成3年,ＲＣ,住宅,その他,,,,第２種中高層住居専用地域,60.0,200.0,2016年第3四半期,未改装,,6.0
17029877,中古マンション等,,17201,石川県,金沢市,泉が丘,金沢,30分?60分,３ＬＤＫ,60,,,,平成7年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2012年第1四半期,未改装,,6.838849090737256
17000690,中古マンション等,,17201,石川県,金沢市,糸田新町,金沢,30分?60分,２ＬＤＫ,50,,,,平成9年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第4四半期,未改装,,6.732393759822968
17031055,中古マンション等,,17201,石川県,金沢市,菊川,金沢,30分?60分,,15,,,,平成3年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2012年第1四半期,,,5.845098040014257
17037489,中古マンション等,,17201,石川県,金沢市,泉本町,金沢,30分?60分,３ＬＤＫ,85,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第2四半期,未改装,,7.342422680822207
17035341,中古マンション等,,17201,石川県,金沢市,下堤町,金沢,16,オープンフロア,110,,,,平成3年,ＳＲＣ,事務所,,,,,商業地域,80.0,600.0,2013年第2四半期,未改装,,7.079181246047625
17000263,中古マンション等,,17201,石川県,金沢市,粟崎町,金沢,1H?1H30,オープンフロア,40,,,,平成3年,ＲＣ,事務所,事務所,,,,第２種中高層住居専用地域,60.0,200.0,2017年第4四半期,未改装,,6.653212513775344
17040344,中古マンション等,,17201,石川県,金沢市,横川,金沢,30分?60分,１Ｋ,20,,,,平成3年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2009年第1四半期,未改装,,6.176091259055681
17000505,中古マンション等,,17201,石川県,金沢市,泉野町,金沢,30分?60分,２ＤＫ,25,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第1四半期,改装済,,6.380211241711606
